State,Districts,Year,Season,Crop,Area,Production
Maharashtra,BEED,2012,Kharif     ,Castor seed,1200,300
Maharashtra,BEED,2012,Kharif     ,Cotton(lint),329000,341000
Maharashtra,BEED,2012,Kharif     ,Groundnut,3700,1700
Maharashtra,BEED,2012,Kharif     ,Jowar,28800,30300
Maharashtra,BEED,2012,Kharif     ,Maize,4600,3600
Maharashtra,BEED,2012,Kharif     ,Moong(Green Gram),3100,700
Maharashtra,BEED,2012,Kharif     ,Niger seed,600,100
Maharashtra,BEED,2012,Kharif     ,Other Kharif pulses,2300,400
Maharashtra,BEED,2012,Kharif     ,Rice,600,300
Maharashtra,BEED,2012,Kharif     ,Sesamum,1900,500
Maharashtra,BEED,2012,Kharif     ,Soyabean,76400,127000
Maharashtra,BEED,2012,Kharif     ,Sunflower,1900,800
Maharashtra,BEED,2012,Kharif     ,Urad,10300,2100
Maharashtra,BEED,2012,Rabi       ,Gram,39900,19900
Maharashtra,BEED,2012,Rabi       ,Jowar,186500,48200
Maharashtra,BEED,2012,Rabi       ,Linseed,700,100
Maharashtra,BEED,2012,Rabi       ,Maize,5800,3800
Maharashtra,BEED,2012,Rabi       ,Other  Rabi pulses,300,100
Maharashtra,BEED,2012,Rabi       ,Rapeseed &Mustard,400,100
Maharashtra,BEED,2012,Rabi       ,Safflower,2600,900
Maharashtra,BEED,2012,Rabi       ,Sunflower,700,200
Maharashtra,BEED,2012,Rabi       ,Wheat,27700,27000
Maharashtra,BEED,2013,Kharif     ,Arhar/Tur,56400,37700
Maharashtra,BEED,2013,Kharif     ,Bajra,122100,130300
Maharashtra,BEED,2013,Kharif     ,Cotton(lint),338600,546400
Maharashtra,BEED,2013,Kharif     ,Groundnut,5900,5000
Maharashtra,BEED,2013,Kharif     ,Jowar,18100,23100
Maharashtra,BEED,2013,Kharif     ,Maize,5200,6900
Maharashtra,BEED,2013,Kharif     ,Moong(Green Gram),3100,1900
Maharashtra,BEED,2013,Kharif     ,Niger seed,600,200
Maharashtra,BEED,2013,Kharif     ,Other Kharif pulses,2600,1600
Maharashtra,BEED,2013,Kharif     ,Rice,500,300
Maharashtra,BEED,2013,Kharif     ,Sesamum,2400,800
Maharashtra,BEED,2013,Kharif     ,Soyabean,93500,174200
Maharashtra,BEED,2013,Kharif     ,Sunflower,1800,900
Maharashtra,BEED,2013,Kharif     ,Urad,13700,8400
Maharashtra,BEED,2013,Rabi       ,Gram,63400,47260
Maharashtra,BEED,2013,Rabi       ,Jowar,262300,170200
Maharashtra,BEED,2013,Rabi       ,Linseed,800,250
Maharashtra,BEED,2013,Rabi       ,Maize,9200,11500
Maharashtra,BEED,2013,Rabi       ,Safflower,3500,5140
Maharashtra,BEED,2013,Rabi       ,Sunflower,700,420
Maharashtra,BEED,2013,Rabi       ,Wheat,57800,57100
Maharashtra,BEED,2014,Kharif     ,Arhar/Tur,60600,10200
Maharashtra,BEED,2014,Kharif     ,Bajra,127100,56200
Maharashtra,BEED,2014,Kharif     ,Castor seed,3300,700
Maharashtra,BEED,2014,Kharif     ,Cotton(lint),373300,167600
Maharashtra,BEED,2014,Kharif     ,Groundnut,10800,2600
Maharashtra,BEED,2014,Kharif     ,Jowar,19400,10300
Maharashtra,BEED,2014,Kharif     ,Maize,6200,4700
Maharashtra,BEED,2014,Kharif     ,Moong(Green Gram),5000,1200
Maharashtra,BEED,2014,Kharif     ,Niger seed,800,100
Maharashtra,BEED,2014,Kharif     ,Other Kharif pulses,2000,400
Maharashtra,BEED,2014,Kharif     ,Rice,400,100
Maharashtra,BEED,2014,Kharif     ,Sesamum,2900,500
Maharashtra,BEED,2014,Kharif     ,Soyabean,113400,39900
Maharashtra,BEED,2014,Kharif     ,Sunflower,1700,600
Maharashtra,BEED,2014,Rabi       ,Gram,64400,24000
Maharashtra,BEED,2014,Rabi       ,Jowar,250400,134800
Maharashtra,BEED,2014,Rabi       ,Linseed,700,100
Maharashtra,BEED,2014,Rabi       ,Maize,8500,5900
Maharashtra,BEED,2014,Rabi       ,Safflower,1900,300
Maharashtra,BEED,2014,Rabi       ,Sunflower,500,100
Maharashtra,BEED,2014,Rabi       ,Wheat,59100,40000
